id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,greek_letters,spect_desig,color,linecolor
4834,4844.0,6028.0,287.0,,,,1.038463,51.034938000000004,226.2443,-4.18,-13.36,6.0,6.48,-0.293,A3V,0.122,137.047363,38.204853,175.911674,1.592e-05,-3.2e-07,-4.44e-06,0.27186894567939635,0.8907276992528137,-2.0265211847222217e-08,-6.477110700000001e-08,,,Cas,1,4834,,114.07750129221205,,,,,A,#f3e8d3,#f3e8d3
4842,4852.0,6178.0,293.0,,Sig Scl,,1.0406739999999999,-31.552004999999998,71.2251,81.0,15.25,-8.0,5.5,1.237,A1/A2IV,0.083,58.456761,16.332570999999998,-37.270081,-1.159e-05,2.58e-05,8.77e-06,0.2724477121169609,-0.5506863740767475,3.9269908125e-07,7.3934086e-08,Sig,,Scl,1,4842,,27.874045203237692,Sig,5.51,5.49,σ,A,#f3e8d3,#f3e8d3
4869,4879.0,6311.0,304.0,,,,1.04525,-65.456102,265.9574,8.53,3.68,35.0,6.25,-0.8740000000000001,M2III,1.6340000000000001,106.365646,29.855528000000003,-241.92664700000003,1.55e-05,1.577e-05,-3.059e-05,0.27364578385281085,-1.1424244908899988,4.135460695138888e-08,1.7841143e-08,,,Tuc,1,4869,,194.8049553290764,CC,6.317,6.197,,M,#FF2620,#FF2620
4879,4889.0,6118.0,291.0,,69Sig Psc,,1.0469709999999999,31.804263,132.9787,15.53,-30.38,10.0,5.5,-0.11900000000000001,B9.5V,-0.043,108.793748,30.589909999999996,70.082353,1.559e-05,1.478e-05,-1.125e-05,0.2740963678011902,0.5550891022440351,7.529156459027778e-08,-1.4728639600000002e-07,Sig,69.0,Psc,1,4879,,97.18517029401686,,,,σ,B,#93C2F1,#93C2F1
4880,4890.0,6245.0,299.0,,,,1.046997,-46.397311,73.0994,-2.21,10.96,-1.0,5.39,1.07,G8III,0.9,48.531242,13.646048,-52.93415600000001,2.24e-06,-1.8e-07,3.42e-06,0.2741032622491545,-0.8097858460636838,-1.0714382340277777e-08,5.3135579e-08,,,Phe,1,4880,,32.50872973854342,,,,,G,#FFD423,#FFD423
4893,4903.0,6116.0,290.0,,39    And,,1.0484069999999999,41.345157,107.2961,-16.96,-16.95,4.0,5.95,0.797,A5m,0.161,77.536715,21.832696,70.879137,1.095e-05,-6.08e-06,-3.92e-06,0.2744723655364981,0.7216091249607175,-8.222440022222222e-08,-8.217591800000001e-08,,39.0,And,1,4893,,41.80228289540325,,,,,A,#f3e8d3,#f3e8d3
4896,4906.0,6186.0,294.0,,71Eps Psc,,1.049058,7.890135000000001,55.7414,-80.57,25.88,7.0,4.27,0.539,K0III,0.9520000000000001,53.144470999999996,14.974142,7.651853999999999,1.181e-05,-1.929e-05,7.91e-06,0.2746427451241538,0.137708841860575,-3.90614382423611e-07,1.2546978e-07,Eps,71.0,Psc,1,4896,,53.01515066784589,,,,ε,K,#F99220,#F99220
4901,4911.0,6114.0,289.0,,,,1.0504229999999999,47.376158000000004,96.0615,86.92,-15.47,3.0,6.46,1.547,A9V,0.248,62.606841,17.664559,70.68354699999999,-3.89e-06,4.096e-05,-2.62e-06,0.2750001012504475,0.8268699407440849,4.2140005113888887e-07,-7.5000676e-08,,,And,1,4901,,20.950770523651798,,,,,A,#f3e8d3,#f3e8d3
4904,4914.0,6203.0,296.0,,25    Cet,,1.050705,-4.836601,102.2495,-117.05,-102.91,15.0,5.4,0.35200000000000004,K0III-IV,1.1059999999999999,98.055173,27.673942999999998,-8.621115,2.633e-05,-5.285e-05,-5.212e-05,0.27507380559888545,-0.0844146045653825,-5.674744130902777e-07,-4.989217579999999e-07,,25.0,Cet,1,4904,,62.97961479295171,,,,,K,#F99220,#F99220
4922,4932.0,6269.0,300.0,,,,1.054918,-29.525848,130.039,-102.77,-31.82,57.0,6.28,0.71,G8IIICN...,0.932,108.863859,30.854073,-64.085571,5.696e-05,-5.119e-05,-4.618e-05,0.2761768533735793,-0.5153232628424887,-4.982430195069444e-07,-1.5426771300000003e-07,,,Scl,1,4922,,45.28975799036207,,,,,G,#FFD423,#FFD423
4951,4962.0,6130.0,292.0,,,,1.06028,61.074822999999995,613.4969,-1.54,-2.96,-1.0,5.92,-3.0189999999999997,F0II,0.512,285.369847,81.31230500000001,536.964426,8.19e-06,-2.43e-06,-5.15e-06,0.2775805576713566,1.0659567434332649,-7.466130680555555e-09,-1.4350483999999998e-08,,,Cas,1,4951,,1404.7531026968775,,,,,F,#d4bf94,#d4bf94
4970,4979.0,6288.0,301.0,,26    Cet,,1.063619,1.366846,60.1323,122.42,-40.69,6.0,6.06,2.164,F1V,0.271,57.799684,16.523894,1.43438,-3.64e-06,3.608e-05,-1.171e-05,0.2784547802029427,0.0238559668814975,5.935089077361112e-07,-1.9727068600000002e-07,,26.0,Cet,1,4970,,11.868613846449193,,,,,F,#d4bf94,#d4bf94
4988,4998.0,6211.0,298.0,,,,1.06733,52.502161,326.7974,1.44,-61.03,-7.0,5.99,-1.581,K2,1.4469999999999998,191.216023,54.866273,259.273261,6.891e-05,2.215e-05,-6.453e-05,0.2794264060865237,0.9163355700343464,6.981316999999999e-09,-2.95881789e-07,,,Cas,1,4988,,373.59409225879995,,,,,K,#F99220,#F99220
5011,5021.0,6210.0,297.0,,,,1.072084,61.580183999999996,80.7754,-79.86,-24.77,-16.0,5.83,1.294,F6V,0.569,36.938988,10.648653999999999,71.040548,9.38e-06,-2.984e-05,-1.901e-05,0.2806709232432037,1.0747769612269549,-3.871722052916667e-07,-1.20088348e-07,,,Cas,1,5011,,26.448436268543606,,,,,F,#d4bf94,#d4bf94
5024,5034.0,6301.0,303.0,,,,1.074339,29.658806,44.287,85.1,-120.26,0.0,6.2,2.969,F7IV-V,0.44299999999999995,36.972625,10.682165,21.914715,7.2e-06,2.11e-05,-2.244e-05,0.2812612210438689,0.5176438224268449,4.125764421527777e-07,-5.83036932e-07,,,Psc,1,5024,,5.654575406876211,,,,,F,#d4bf94,#d4bf94
5032,5042.0,6403.0,,,,,1.075717,-33.532845,163.6661,-44.23,-23.51,19.0,6.44,0.37,K0III,1.071,131.052762,37.915006,-90.41169000000001,1.541e-05,-3.207e-05,-2.628e-05,0.2816221357104545,-0.5852585553223401,-2.1443309090972226e-07,-1.13979696e-07,,,Scl,1,5032,,61.94410750767812,,,,,K,#F99220,#F99220
5064,5074.0,6386.0,307.0,,73    Psc,,1.081288,5.656262,199.6008,29.08,-16.31,-15.0,6.03,-0.47100000000000003,K5III,1.525,190.72331200000002,55.48,19.672665,-2.102e-05,2.319e-05,-1.722e-05,0.2830805726084102,0.09872038911027876,1.4098381830555556e-07,-7.907311099999999e-08,,73.0,Psc,1,5064,,134.40022630821636,,,,,K,#F99220,#F99220
5071,5081.0,6397.0,308.0,,72    Psc,,1.0848209999999998,14.946132999999998,54.5852,6.94,53.33,4.0,5.64,1.955,F4II-III,0.42,50.625883,14.777494,14.078123000000001,-2.1e-07,1.85e-06,1.469e-05,0.2840054664031075,0.2608592393224312,3.364606943055555e-08,2.5855113500000004e-07,,72.0,Psc,1,5071,,14.387985782558452,,,,,F,#d4bf94,#d4bf94
5111,5121.0,6482.0,315.0,,27    Cet,,1.093579,-9.979322999999999,92.9368,-30.48,-34.24,12.0,6.09,1.249,K0III,1.012,87.805122,25.848577,-16.105294,1.291e-05,-1.051e-05,-1.732e-05,0.286298200001914,-0.17417203750178498,-1.4777120983333332e-07,-1.6600020399999998e-07,,27.0,Cet,1,5111,,27.567666102901004,,,,,K,#F99220,#F99220
5121,5131.0,6456.0,310.0,,74Psi1Psc,,1.094709,21.473181,84.317,44.3,-14.32,-3.0,5.33,0.7,A1Vn,0.003,75.264054,22.180889999999998,30.865551,-5.8e-06,1.717e-05,-6.57e-06,0.28659421825902925,0.3747777155284588,2.147724604861111e-07,-6.942531900000001e-08,Psi-1,74.0,Psc,1,5121,,45.7088189614875,,,,ψ1,A,#f3e8d3,#f3e8d3
5122,5132.0,6457.0,311.0,,74Psi1Psc,,1.094919,21.465442000000003,85.9107,53.93,-12.63,-4.0,5.55,0.88,A0Vn,-0.048,76.689465,22.605555,31.438146999999997,-8.16e-06,2.101e-05,-6.39e-06,0.2866491987751568,0.3746426462202888,2.614600179236111e-07,-6.1231967e-08,Psi-1,74.0,Psc,1,5122,,38.72576449216173,,,,ψ1,A,#f3e8d3,#f3e8d3
5130,5141.0,6479.0,313.0,,77    Psc,,1.097008,4.908372,40.6339,11.75,-119.26,-7.0,6.35,3.306,F4V...,0.38299999999999995,38.826644,11.467903,3.4767330000000003,-5.57e-06,7.7e-07,-2.402e-05,0.2871960384490653,0.08566725284804375,5.696560746527778e-08,-5.78188795e-07,,77.0,Psc,1,5130,,4.145720317867257,,,,,F,#d4bf94,#d4bf94
5154,5165.0,6595.0,322.0,,Bet Phe,,1.101407,-46.718414,,-70.16,31.6,-1.0,3.32,-16.68,G8IIIvar,0.885,65728.03719,19495.774096,-72799.31262000001,0.02036281,-0.02943628,0.01050305,0.2883477037288151,-0.8153901374901737,-3.401452782777778e-07,1.5320112300000002e-07,Bet,,Phe,1,5154,,409260659.730011,,,,β,G,#FFD423,#FFD423
5155,5164.0,6530.0,317.0,,28    Cet,,1.10143,-9.839354,180.8318,30.98,5.89,11.0,5.58,-0.706,A1V,0.009000000000000001,170.81587,50.667538,-30.901692999999998,3.75e-06,2.944e-05,3.16e-06,0.28835370420868456,-0.17172912513915625,1.501952782361111e-07,2.8555525e-08,,28.0,Cet,1,5155,,166.8783511365391,,,,,A,#f3e8d3,#f3e8d3
5160,5170.0,6559.0,320.0,,,,1.102141,-23.992451000000003,117.3709,-41.03,-33.59,33.0,6.12,0.772,K1III,1.0759999999999998,102.797366,30.512620000000002,-47.725038,2.875e-05,-1.582e-05,-3.118e-05,0.2885397104582851,-0.41874725892800624,-1.9891905313194448e-07,-1.6284891500000001e-07,,,Cet,1,5160,,42.77598314820376,,,,,K,#F99220,#F99220
5165,5175.0,6476.0,,,,,1.103111,32.181484999999995,172.7116,7.38,-23.53,27.5,6.28,0.09300000000000001,K0,1.308,140.123832,41.630753000000006,91.986814,3.112e-05,1.569e-05,-1.69e-06,0.28879382206843424,0.5616728758292338,3.5779249625000005e-08,-1.1407665899999999e-07,,76.0,Psc,1,5165,,79.94660025203162,,,,,K,#F99220,#F99220
5192,5204.0,6557.0,319.0,,75    Psc,,1.109341,12.956039,133.3333,13.76,27.14,8.0,6.14,0.515,G8III,0.9620000000000001,124.497478,37.209234,29.893795,1.32e-06,9.68e-06,1.893e-05,0.2904247177156714,0.22612554631127998,6.671036244444443e-08,1.31578432e-07,,75.0,Psc,1,5192,,54.20008904016238,,,,,G,#FFD423,#FFD423
5229,5240.0,6497.0,316.0,,,,1.116702,56.934971999999995,99.108,93.95,-108.56,-96.0,6.41,1.429,K2III...,1.188,51.777522999999995,15.583979000000001,83.056927,-2.245e-05,4.038e-05,-0.00011074,0.29235197547146274,0.9937027267548538,4.554824528819446e-07,-5.263137310000001e-07,,,Cas,1,5229,,23.356082466252182,,,,,K,#F99220,#F99220
5240,5251.0,6540.0,318.0,,,,1.119292,53.498185,512.8205,16.82,-3.32,7.0,6.31,-2.24,K0,1.499,292.047004,88.115285,412.224664,-1.65e-06,4.318e-05,8.5e-07,0.29302997452453433,0.9337194721616274,8.154566106944447e-08,-1.6095814e-08,,,Cas,1,5240,,685.4882264526619,,,,,K,#F99220,#F99220
5247,5259.0,6668.0,325.0,,,,1.120255,-23.996334,68.7758,74.44,-31.75,15.0,6.36,2.173,A3III,0.23800000000000002,60.148823,18.164406,-27.969671999999996,2.12e-06,2.657e-05,-1.591e-05,0.2932821538339083,-0.4188150288730013,3.608953038055555e-07,-1.53928343e-07,,,Cet,1,5247,,11.770637907805689,,,,,A,#f3e8d3,#f3e8d3
5257,5268.0,6793.0,332.0,,Iot Tuc,,1.121838,-61.775289,93.2836,73.79,-11.24,-8.0,5.36,0.511,G5III,0.884,42.22755,12.77158,-82.192076,-1.765e-05,2.952e-05,4.81e-06,0.2936964182601302,-1.0781821928142488,3.577440148819445e-07,-5.4493057e-08,Iot,,Tuc,1,5257,,54.40013782467271,Iot,5.3870000000000005,5.327000000000001,ι,G,#FFD423,#FFD423
5285,5296.0,6706.0,329.0,,30    Cet,,1.129502,-9.78555,47.1476,149.04,16.99,22.0,5.71,2.343,F7IV,0.446,44.445274,13.539556,-8.013286,1.192e-05,3.924e-05,0.0,0.2957029334552081,-0.170790072263865,7.225663095000002e-07,8.236984399999999e-08,,30.0,Cet,1,5285,,10.064680664383257,,,,,F,#d4bf94,#d4bf94
5289,5300.0,6767.0,331.0,,Ups Phe,,1.1299569999999999,-41.486916,56.9476,36.0,7.85,14.0,5.21,1.433,A3V,0.159,40.806905,12.436518,-37.724964,8.74e-06,1.305e-05,-7.86e-06,0.2958221271630937,-0.7240832809936112,1.7453292499999998e-07,3.8057873e-08,Ups,,Phe,1,5289,,23.27019378848164,,,,υ,A,#f3e8d3,#f3e8d3
5299,5310.0,6695.0,328.0,,79Psi2Psc,,1.132544,20.739113,47.3037,85.43,-85.81,-2.0,5.56,2.186,A3V,0.121,42.308177,12.925365,16.750865,-8.9e-07,2.021e-05,-1.913e-05,0.29649942804286383,0.3619657978370837,4.1417632729861113e-07,-4.16018619e-07,Psi-2,79.0,Psc,1,5299,,11.63054323328467,,,,ψ2,A,#f3e8d3,#f3e8d3
5304,5315.0,6734.0,,,,,1.13324,1.9930419999999998,48.4731,143.39,-432.84,-94.9,6.44,3.012,K0IV,0.847,46.326549,14.16221,1.685774,-9.923e-05,4.9e-06,-0.00010503,0.2966815407754448,0.0347851414090775,6.951743365486111e-07,-2.098467534e-06,,29.0,Cet,1,5304,,5.435005651294467,,,,,K,#F99220,#F99220
5306,5317.0,6658.0,324.0,,41    And,,1.133559,43.942091999999995,58.9623,160.96,-61.32,9.0,5.04,1.187,A3m,0.109,40.599499,12.415253,40.915822999999996,4.52e-06,4.949e-05,-6.23e-06,0.2967650521158769,0.766934184732205,7.803561002222223e-07,-2.97287748e-07,,41.0,And,1,5306,,29.187708481971427,,,,,A,#f3e8d3,#f3e8d3
5308,5319.0,6680.0,327.0,,78    Psc,,1.133701,32.01213,41.3907,203.71,-25.62,14.0,6.23,3.145,F5IV,0.39799999999999996,33.562201,10.264583,21.941226,2.26e-06,4.344e-05,3.23e-06,0.2968021926220508,0.5587170651689399,9.876139486597223e-07,-1.24209264e-07,,78.0,Psc,1,5308,,4.808393484497285,,,,,F,#d4bf94,#d4bf94
5325,5336.0,6582.0,321.0,Gl 53A,30Mu  Cas,,1.137477,54.92034,7.554,3421.44,-1599.27,-98.1,5.17,5.779,G5Vp,0.7040000000000001,4.149699,1.274102,6.181126,-4.604e-05,0.00011693,-0.00011576,0.29779075758043,0.9585407670521964,1.6587609192e-05,-7.753479748999999e-06,Mu,30.0,Cas,1,5325,Gl  53,0.4250108331760469,,,,μ,G,#FFD423,#FFD423
5335,5346.0,6763.0,330.0,,80    Psc,,1.1395,5.649819,35.2113,-248.4,-165.49,7.0,5.51,2.7769999999999997,F0III-IV,0.33399999999999996,33.492635,10.298877000000001,3.466496,2.193e-05,-3.762e-05,-2.741e-05,0.2983203305746531,0.09860794471610873,-1.2042771825e-06,-8.023181590000002e-07,,80.0,Psc,1,5335,,6.748387308707567,,,,,F,#d4bf94,#d4bf94
5337,5348.0,6882.0,338.0,,Zet Phe,,1.139742,-55.24576,91.5751,21.17,29.7,15.0,3.94,-0.8690000000000001,B6V + B0V,-0.12,49.896436,15.346501000000002,-75.238648,1.595e-05,1.474e-05,-5.09e-06,0.2983838460567415,-0.9642204110904488,1.0263505617361113e-07,1.43989663e-07,Zet,,Phe,1,5337,,193.9099078614849,Zet,4.199,3.929,ζ,B,#93C2F1,#93C2F1
5350,5361.0,6676.0,326.0,,,,1.142627,58.263449,184.8429,17.15,-12.39,-4.0,5.77,-0.564,B8V,-0.019,92.912041,28.653509000000003,157.204368,2.44e-06,1.683e-05,-9.32e-06,0.2991390845235294,1.0168890214013686,8.314554621527778e-08,-6.0068415e-08,,,Cas,1,5350,,146.41986429352767,,,,,B,#93C2F1,#93C2F1
5353,5364.0,6805.0,334.0,NN 3075,31Eta Cet,,1.1431639999999998,-10.182264,37.9939,215.81,-138.33,12.9,3.46,0.561,K2III,1.161,35.733354,11.025427,-6.716585,-3.61e-06,4.048e-05,-2.741e-05,0.29927957191853505,-0.17771403512418502,1.0462764040069444e-06,-6.70642764e-07,Eta,31.0,Cet,1,5353,,51.95172830110675,,,,η,K,#F99220,#F99220
5361,5372.0,5848.0,285.0,,,,1.145613,86.25709,85.9107,80.34,-11.36,9.0,4.24,-0.43,K2II-III,1.213,5.357793,1.6571799999999999,85.72753399999999,-4.8e-06,3.354e-05,8.88e-06,0.2999207391189709,1.505470229095203,3.8949931095833337e-07,-5.5074834e-08,,,Cep,1,5361,,129.41958414499848,,,,,K,#F99220,#F99220
5399,5412.0,6473.0,312.0,,,,1.15341,80.011579,135.318,-30.97,-39.96,-27.0,6.24,0.583,K0,0.922,22.408856,6.979919000000001,133.26672299999998,2.612e-05,-1.314e-05,-3.174e-05,0.3019619472155274,1.3964654988489724,-1.5014679686805557e-07,-1.93731546e-07,,,Cep,1,5399,,50.90963695230937,,,,,K,#F99220,#F99220
5423,5434.0,6811.0,335.0,,42Phi And,,1.158368,47.241792,219.7802,3.81,-13.02,-2.2,4.26,-2.45,B7III,0.012,142.401313,44.559065999999994,161.36816100000001,7.05e-06,6.46e-06,-1.107e-05,0.3032600026247607,0.8245248216760163,1.8471401229166662e-08,-6.3122741e-08,Phi,42.0,And,1,5423,,831.7637711026707,,,,φ,B,#93C2F1,#93C2F1
5436,5447.0,6860.0,337.0,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.07,-1.84,M0IIIvar,1.5759999999999998,46.946371,14.741814000000002,35.255129,2.23e-06,5.471e-05,-2.725e-05,0.30426179273798976,0.6216960120690613,8.512843416875e-07,-5.441063929999999e-07,Bet,43.0,And,1,5436,,474.2419852602448,,,,β,M,#FF2620,#FF2620
5443,5454.0,6903.0,339.0,,81Psi3Psc,,1.163667,19.658407999999998,115.4734,-4.65,9.34,-8.0,5.57,0.258,G0III,0.6970000000000001,103.73565500000001,32.618190999999996,38.846583,-8.25e-06,-5.32e-06,2.17e-06,0.3046473717414337,0.3431039462139737,-2.254383614583334e-08,4.5281596999999995e-08,Psi-3,81.0,Psc,1,5443,,68.67521061488183,,,,ψ3,G,#FFD423,#FFD423
5466,5477.0,7082.0,350.0,,,,1.168715,-57.694418999999996,125.6281,-2.86,-114.73,88.0,6.41,0.915,G6II/III,0.888,64.022136,20.223851999999997,-106.182763,-9.92e-06,-4.96e-06,-0.00011341,0.3059689536753764,-1.0069575639839312,-1.3865671263888887e-08,-5.56226735e-07,,,Phe,1,5466,,37.49730022454835,,,,,G,#FFD423,#FFD423
5472,5483.0,6966.0,344.0,,,,1.169845,15.673912,165.0165,20.41,-24.51,-3.0,6.07,-0.018000000000000002,M0III,1.535,151.487043,47.902289,44.581194,-2.69e-06,1.627e-05,-1.971e-05,0.3062646138166318,0.2735613642564612,9.895047220138891e-08,-1.1882783300000001e-07,,,Psc,1,5472,,88.55233145028544,,,,,M,#FF2620,#FF2620
5474,5485.0,6976.0,346.0,,32    Cet,,1.169985,-8.906135,118.624,-19.62,-39.2,-20.0,6.4,1.0290000000000001,K0III,1.0290000000000001,111.738871,35.337891,-18.364886,-1.919e-05,-1.79e-05,-1.91e-05,0.3063014426961139,-0.1554413829109175,-9.5120444125e-08,-1.90046962e-07,,32.0,Cet,1,5474,,33.75981048554255,,,,,K,#F99220,#F99220
5482,5493.0,6920.0,340.0,,44    And,,1.17188,42.081475,52.2739,-135.76,-41.87,-11.0,5.67,2.079,F8V,0.603,36.985639,11.716968,35.033206,9.21e-06,-3.317e-05,-1.541e-05,0.3067974578982887,0.73446028982448,-6.581830527222223e-07,-2.0299148800000002e-07,,44.0,And,1,5482,,12.835121968394967,,,,,F,#d4bf94,#d4bf94
5483,5494.0,6953.0,341.0,,,,1.1720700000000002,25.457763,120.7729,2.92,-113.75,5.0,5.81,0.4,K5III,1.466,103.952704,32.937897,51.913722,3.117e-05,1.167e-05,-5.793e-05,0.3068471428698954,0.4443217905888413,1.4156559472222219e-08,-5.51475561e-07,,,Psc,1,5483,,60.255958607435744,,,,,K,#F99220,#F99220
5498,5510.0,7014.0,347.0,,33    Cet,,1.1759870000000001,2.4456700000000002,235.2941,-8.69,-15.94,-3.0,5.97,-0.888,K4III,1.4909999999999999,224.02639399999998,71.236677,10.040475,8.2e-07,-1.014e-05,-1.83e-05,0.3078726053597977,0.042684987806125,-4.2130308840277786e-08,-7.72793e-08,,33.0,Cet,1,5498,,197.33312795365023,,,,,K,#F99220,#F99220
5506,5518.0,6829.0,336.0,,31    Cas,,1.1775790000000002,68.778621,84.8896,35.26,-27.48,1.0,5.32,0.6759999999999999,A0Vnn,-0.013999999999999999,29.278984,9.323761,79.133143,5.99e-06,1.714e-05,-3.14e-06,0.30828958177140803,1.2004133862655089,1.709453037638889e-07,-1.3322679900000002e-07,,31.0,Cas,1,5506,,46.730453963151,,,,,A,#f3e8d3,#f3e8d3
5530,5542.0,6961.0,343.0,,33The Cas,,1.185017,55.149901,40.95,226.62,-19.34,9.0,4.34,1.2790000000000001,A7Vvar,0.17,22.283015,7.143859,33.605678000000005,-5.72e-06,4.541e-05,5.36e-06,0.3102368444916752,0.9625473465740564,1.098684762875e-06,-9.376296500000001e-08,The,33.0,Cas,1,5530,,26.816370667607288,,,,θ,A,#f3e8d3,#f3e8d3
5532,5544.0,7034.0,349.0,,82    Psc,,1.1852129999999998,31.424736,147.2754,-8.7,-12.02,2.0,5.15,-0.691,F0V,0.261,119.67243500000001,38.372388,76.786175,7.82e-06,-4.02e-06,-6.26e-06,0.3102881369355857,0.548465114097215,-4.217879020833333e-08,-5.8274604000000004e-08,,82.0,Psc,1,5532,,164.58869432193018,,,,,F,#d4bf94,#d4bf94
5537,5550.0,7019.0,348.0,,45    And,,1.186189,37.724121000000004,242.1308,-15.54,-6.96,-1.0,5.8,-1.12,B7III-IV,-0.095,182.35651299999998,58.523074,148.15016699999998,9.56e-06,-1.609e-05,-7.09e-06,0.31054351677459785,0.65841012174847,-7.534004595833333e-08,-3.3743032e-08,,45.0,And,1,5537,,244.34305526939715,,,,,B,#93C2F1,#93C2F1
5554,5566.0,6960.0,342.0,,,,1.190428,64.20267700000001,124.0695,40.94,-19.3,-10.0,5.56,0.092,B9.5V,-0.052000000000000005,51.392623,16.556334,111.70454199999999,-1.84e-06,2.528e-05,-1.426e-05,0.31165329272380715,1.1205481002709,1.9848272081944443e-07,-9.356904e-08,,,Cas,1,5554,,80.02026771193327,,,,,B,#93C2F1,#93C2F1
5559,5571.0,7087.0,351.0,,84Chi Psc,,1.1908940000000001,21.03465,117.6471,41.66,-10.55,16.0,4.66,-0.693,K0III,1.024,104.513869,33.683383,42.227416,9.3e-06,2.796e-05,2.6e-07,0.31177532226706894,0.36712389945637375,2.0197337931944442e-07,-5.1147843e-08,Chi,84.0,Psc,1,5559,,164.8921573150831,,,,χ,K,#F99220,#F99220
5563,5575.0,7107.0,,,,,1.191381,10.291908,132.4503,10.94,-6.07,0.0,6.49,0.88,G5,0.8909999999999999,124.03148700000001,39.991088,23.664002,-1.49e-06,6.9e-06,-3.83e-06,0.3119028550878957,0.17962768350333752,5.3038616652777785e-08,-2.942819e-08,,,Psc,1,5563,,38.72576449216173,,,,,G,#FFD423,#FFD423
5574,5586.0,7106.0,352.0,,83Tau Psc,,1.194342,30.089638,51.7598,74.29,-37.61,30.0,4.51,0.94,K0III-IV...,1.092,42.613504,13.776233,25.950131,2.403e-05,2.736e-05,7.22e-06,0.3126779194707288,0.5251632565387813,3.601680832847223e-07,-1.8233842499999998e-07,Tau,83.0,Psc,1,5574,,36.64375746478333,,,,τ,K,#F99220,#F99220
5577,5589.0,6972.0,345.0,,32    Cas,,1.1948290000000001,65.018854,119.0476,23.85,-12.92,-2.0,5.57,0.191,B9IV,-0.07200000000000001,47.836453999999996,15.471507999999998,107.9103,1.37e-06,1.491e-05,-5e-06,0.3128053777455496,1.1347930719181387,1.1562806281250002e-07,-6.263792700000001e-08,,32.0,Cas,1,5577,,73.04659895204111,RU,5.584,5.564,,B,#93C2F1,#93C2F1
5582,5594.0,7147.0,353.0,,34    Cet,,1.195419,-2.2510790000000003,171.8213,-57.83,-22.21,-9.0,5.93,-0.245,K4III,1.403,163.349095,52.85884,-6.748903,5.39e-06,-4.888e-05,-1.812e-05,0.31295998978217465,-0.0392887371747825,-2.803677514652777e-07,-1.0767711800000001e-07,,34.0,Cet,1,5582,,109.1440336448756,,,,,K,#F99220,#F99220
5614,5626.0,6798.0,333.0,,,,1.204601,79.673963,82.85,95.83,-4.91,18.0,5.6,1.0090000000000001,A3V,0.008,14.118357999999999,4.606433999999999,81.50829300000001,-6.96e-06,3.822e-05,1.776e-05,0.3153639282233132,1.3905729797119288,4.6459695007638894e-07,-2.3804351000000002e-08,,,Cep,1,5614,,34.387452222912714,,,,,A,#f3e8d3,#f3e8d3
5638,5650.0,7158.0,355.0,,,,1.209465,45.337531,193.7984,24.03,20.95,22.0,6.13,-0.307,M1III,1.652,129.454506,42.417327,137.841204,-5.3e-06,2.202e-05,2.984e-05,0.3166372963813651,0.7912891877240775,1.165007274375e-07,1.01568466e-07,,,And,1,5638,,115.55799554021291,,,,,M,#FF2620,#FF2620
5649,5661.0,7312.0,359.0,,,,1.212616,-37.856479,69.3963,88.99,-30.76,10.0,5.95,1.743,A9IV: (+F/G),0.281,52.054017,17.103722,-42.587567,-7.71e-06,2.898e-05,-1.445e-05,0.3174622280623253,-0.6607201948760201,4.3143569432638895e-07,-1.49128688e-07,,,Scl,1,5649,,17.490410399663038,AI,5.9670000000000005,5.937,,A,#f3e8d3,#f3e8d3
5667,5679.0,7229.0,356.0,,,,1.21652,30.064228999999997,116.0093,21.88,-32.33,36.0,6.24,0.9179999999999999,G1V...,0.98,95.353078,31.438684999999996,58.1174,3.506e-05,2.452e-05,2.71e-06,0.31848418417579144,0.5247197875227075,1.0607723330555557e-07,-1.5674026199999998e-07,,,Psc,1,5667,,37.393834364315154,,,,,G,#FFD423,#FFD423
5676,5688.0,7157.0,354.0,,,,1.219398,61.706188,201.6129,29.16,-6.35,-2.0,6.4,-0.12300000000000001,B9V,0.018000000000000002,90.734742,29.991932000000002,177.5259,-4.68e-06,2.847e-05,-4.74e-06,0.31923775500210594,1.0769761526254051,1.4137166925e-07,-3.0785668e-08,,,Cas,1,5676,,97.54387404403,V761,6.436,6.376,,B,#93C2F1,#93C2F1
5725,5737.0,7344.0,361.0,,86Zet Psc,,1.2288569999999999,7.575353999999999,53.3049,141.66,-55.62,9.0,5.21,1.5759999999999998,A7IV,0.32,50.128801,16.707567,7.027196000000001,-1.12e-06,3.821e-05,-1.303e-05,0.3217139943867739,0.13221486453302125,6.867870598750001e-07,-2.6965336900000003e-07,Zet,86.0,Psc,1,5725,,20.398583002685612,,5.256,5.0360000000000005,ζ,A,#f3e8d3,#f3e8d3
5730,5742.0,7318.0,360.0,,85Phi Psc,,1.229152,24.583713,136.7989,18.58,-21.26,6.0,4.67,-1.01,K0III...,1.047,118.013398,39.343134,56.91141700000001,6.96e-06,1.531e-05,-1.027e-05,0.32179115618584114,0.42906673612535495,9.007838184722222e-08,-1.03071388e-07,Phi,85.0,Psc,1,5730,,220.80047330188992,,,,φ,K,#F99220,#F99220
